Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,EA New,24877.88547,0,0,16201.62824,2377.74132,0,0,0,17343.70965,0,376.728,526472.7014,,,,
FY19,N. America,US,Visio,EPG Public Sector,EA New,0,0,0,0,0,0,0,0,0,0,1406.0088,146279.939,,,,
FY19,N. America,US,Windows Azure,EPG Public Sector,EA New,0,0,0,0,0,0,0,0,0,0,0,43361.136,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,EA New,0,0,0,0,17042.22298,27185.28645,0,0,160917.064,0,175668.48,2333280.779,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,EA New,0,0,0,2412.035559,0,0,0,0,28047.91488,0,57506.14416,19774.93974,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,EA New,0,0,0,0,0,0,0,0,0,0,1533.168,9880.552,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,EA New,50763.10641,0,0,34680.47325,0,2403.03336,0,0,47417.4927,0,3427.99776,970309.1229,,,,
FY19,N. America,US,Biztalk Server,EPG Public Sector,EA Recurring,0,0,0,0,0,0,10054.70858,0,0,0,0,0,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,EA Recurring,3429.36,0,0,0,887.12084,0,3676.396064,20227.572,0,9825.744,93360.608,7046.62224,,,,
FY19,N. America,US,Dynamics CRM,EPG Public Sector,EA Recurring,0,0,0,0,0,569644.3435,5373.23472,0,0,0,3325.60928,0,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,EA Recurring,4751.66356,0,0,2988.66456,1713.6544,7354.26184,3015.85896,3468.89088,0,2991.384,2975.5008,37043.4339,,,,
FY19,N. America,US,Forefront Protection,EPG Public Sector,EA Recurring,0,0,0,0,0,0,0,0,0,205454.2339,0,0,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,EA Recurring,241.15224,0,0,0,0,0,92.78464,1250.29008,0,2218.0192,998.1,12167.08128,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,EA Recurring,92622.2901,0,0,77910.47014,76525.70112,669396.1774,81979.69797,70749.73152,0,346373.7434,173617.3367,319166.2272,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,EA Recurring,50590.37467,0,0,51191.54,0,0,51052.80954,176233.658,0,50914.07908,0,0,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,EA Recurring,38378.34096,0,0,246.12924,0,0,244.34892,88442.81298,0,242.5686,5823.5724,3074.81142,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,EA Recurring,835.2959436,199.44,0,840.6018162,0,18847.75615,829.2320892,4262.702512,0,833.0219982,6439.467339,13636.48365,,,,
FY19,N. America,US,Office,EPG Public Sector,EA Recurring,1550448.284,0,0,87559.979,0,2467285.429,100421.264,621290.1296,0,132356.5684,792479.0814,673374.9341,,,,
FY19,N. America,US,Office 365,EPG Public Sector,EA Recurring,0,0,0,0,0,0,0,0,0,0,0,4041.984,,,,
FY19,N. America,US,Project,EPG Public Sector,EA Recurring,55429.77547,0,0,5639.1441,9010.216,0,14474.83037,0,0,5562.93945,95476.63392,6606.37244,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,EA Recurring,52577.58207,0,0,43547.01731,43006.64544,375599.5422,45821.19328,40049.74584,0,193952.8247,98396.38896,178454.1945,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,EA Recurring,24437.32858,0,0,24327.15126,0,0,24062.72571,62785.25024,0,24084.76117,0,0,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,EA Recurring,907.219,0,0,0,0,0,0,0,0,0,0,24547.2829,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,EA Recurring,0,0,0,0,0,0,0,29915.84008,0,0,17720.1362,0,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,EA Recurring,4136.76765,0,0,1693.04607,1918.9728,12068.8288,1713.18294,1934.93568,0,3602.76024,7785.36384,11614.644,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,EA Recurring,32658.36616,0,0,9450.27474,15892.98,182409.1777,18132.56555,18826.2912,0,97446.6129,127249.5806,55682.88086,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,EA Recurring,5726.0098,0,0,707.41944,17935.29,4493.95634,9836.963328,33735.5208,0,713.21796,0,43253.24892,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,EA Recurring,3589.27305,792.72,0,3348.268235,178.6959909,74512.36513,3339.177914,18169.79903,0,4519.550221,26285.91733,68318.78418,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,EA Recurring,13791.88118,0,0,480.8187,9386.425211,10903.66963,2338.469892,45818.22677,0,31214.99854,42099.92565,13588.66128,,,,
FY19,N. America,US,Visio,EPG Public Sector,EA Recurring,31439.0401,0,0,8248.6721,0,0,9697.040184,2530.8936,0,8196.037,4877.466,2541.62772,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,EA Recurring,48434.84013,0,0,29215.08053,0,721747.7181,33911.62451,183513.2132,0,45587.47933,238232.8018,475578.447,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,EA Recurring,198293.5226,0,0,19069.1311,0,840.6843,31846.9118,438.89784,0,28514.3051,49809.95208,37191.05024,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,EA Recurring,0,0,0,0,0,6273.232,423.279,14873.76144,0,77253.75,0,1316.4006,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,EA Recurring,148385.4189,0,0,41282.8416,25262.86239,27783.654,48085.62,79282.32981,0,76308.938,99261.46531,65029.05,,,,
FY19,N. America,US,Biztalk Server,EPG Public Sector,EA Renewal,0,0,0,0,0,0,0,0,0,0,0,964.87732,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,EA Renewal,0,0,621.6518,7470.81888,65351.55207,0,0,0,0,0,0,1464462.237,,,,
FY19,N. America,US,Dynamics CRM,EPG Public Sector,EA Renewal,0,0,0,0,0,0,0,0,0,0,0,170699.1504,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,EA Renewal,0,0,119.02473,1888.71912,7007.35428,0,0,0,0,0,0,467512.3565,,,,
FY19,N. America,US,Forefront Protection,EPG Public Sector,EA Renewal,0,0,0,7220.16,0,0,0,0,0,0,0,0,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,EA Renewal,0,0,219.05752,1334.784,13803.93205,0,0,0,0,0,0,199804.0883,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,EA Renewal,0,0,52491.537,15940.29845,67301.2032,0,0,52921.404,0,0,0,1582652.462,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,EA Renewal,0,0,18872.9119,0,41703.54333,0,49849.41757,0,0,0,0,1521090.316,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,EA Renewal,0,0,0,164.39112,18015.85968,0,0,0,0,0,0,458205.568,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,EA Renewal,0,0,3697.087887,1018.264853,5048.320216,0,943.92,3337.10685,0,0,0,143777.7695,,,,
FY19,N. America,US,Office,EPG Public Sector,EA Renewal,0,0,300677.5278,99641.91066,354242.952,0,102600.922,241084.2123,0,0,0,11230420.15,,,,
FY19,N. America,US,Office 365,EPG Public Sector,EA Renewal,0,0,0,500.17056,0,0,0,0,0,0,0,0,,,,
FY19,N. America,US,Project,EPG Public Sector,EA Renewal,0,0,31855.67994,5258.8834,0,0,0,27504.1728,0,0,0,3309164.528,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,EA Renewal,0,0,29343.59055,8938.635962,37997.98292,0,0,29397.38265,0,0,0,883801.3329,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,EA Renewal,0,0,8910.807814,0,20103.08934,0,23353.35773,0,0,0,0,731356.8465,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,EA Renewal,0,0,842.49,0,0,0,0,841.731,0,0,0,682865.7738,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,EA Renewal,0,0,0,0,15956.78456,0,0,0,0,0,0,31514.7486,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,EA Renewal,0,0,1727.484,1141.14,16709.03092,0,0,894.74112,0,0,0,79740.00827,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,EA Renewal,0,0,35088.35232,38494.31328,76422.5826,0,0,34928.27772,0,0,0,2666562.382,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,EA Renewal,0,0,1316.8512,0,16880.93,0,0,1304.9232,0,0,0,58683.18128,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,EA Renewal,0,0,14827.36184,4046.514923,20487.17793,0,3792.78,13234.5009,0,0,0,933271.3575,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,EA Renewal,0,0,96.42446,1460.4126,9500.5824,0,0,0,0,0,0,767992.9887,,,,
FY19,N. America,US,Visio,EPG Public Sector,EA Renewal,0,0,88.77165,0,8239.8866,0,0,0,0,0,0,230628.9641,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,EA Renewal,0,0,106571.3837,28314.00924,138500.0702,0,28872.8913,88786.7973,0,0,0,4454626.828,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,EA Renewal,0,0,1262.5614,2337.53352,13978.5956,0,0,1253.3958,0,0,0,483825.4096,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,EA Renewal,0,0,5061.90624,5807.52,6043.392,0,0,23.33448,0,0,0,1254254.289,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,EA Renewal,0,0,19411.09785,15494.99296,42894.7401,0,0,3881.196,0,0,0,1235721.623,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,EA Subscription Non Recurring,0,0,49090.45743,0,0,103472.6486,0,0,0,0,130848.96,102330.9996,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,EA Subscription Non Recurring,0,0,6630.05472,0,2269.7928,19755.7272,0,2248.02752,0,0,10430.25984,7541.34336,,,,
FY19,N. America,US,Forefront Protection,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,0,0,0,51.1524,0,0,0,0,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,EA Subscription Non Recurring,0,0,1591.7511,0,0,29006.21724,0,0,0,0,13150.4724,20245.93668,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,EA Subscription Non Recurring,0,7350.287868,48326.528,0,21567.19552,851095.0426,0,0,0,0,373050.399,59091.93912,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,EA Subscription Non Recurring,0,0,105315.0269,0,28236.23815,303314.0079,0,108954.826,0,0,0,177594.5357,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,EA Subscription Non Recurring,0,0,2234.21552,0,1745.15148,6046.4718,0,0,0,0,15910.0032,9864.60768,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,EA Subscription Non Recurring,0,245.656122,1346.470125,0,1147.889012,23146.15697,0,0,0,0,9964.8084,3294.176633,,,,
FY19,N. America,US,Office,EPG Public Sector,EA Subscription Non Recurring,0,31179.73986,339269.4855,0,1005759.144,1459413.57,0,131653.899,0,0,1569889.664,412052.4673,,,,
FY19,N. America,US,Office 365,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,38451.204,11658.24,0,0,0,0,79599.36,-80547.84,,,,
FY19,N. America,US,Other Server,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,0,0,0,367.76736,0,0,0,364.11624,,,,
FY19,N. America,US,Project,EPG Public Sector,EA Subscription Non Recurring,0,0,21092.15026,0,0,84509.3568,0,5824.6898,0,0,11888.7168,45249.1056,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,EA Subscription Non Recurring,0,4082.795088,26791.128,0,12054.1356,474852.2713,0,0,0,0,209517.4266,32941.56878,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,EA Subscription Non Recurring,0,0,50656.10352,0,13483.31095,144314.0196,0,51794.10101,0,0,0,84728.32462,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,0,1683.0828,0,0,0,0,0,0,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,EA Subscription Non Recurring,0,0,11352.7489,0,11640.93906,59805.5424,0,0,0,0,0,10177.27416,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,EA Subscription Non Recurring,0,0,2687.30432,0,0,18557.49312,0,1420.81848,0,0,2833.89408,11459.4624,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,EA Subscription Non Recurring,0,1295941.087,135002.4523,0,15324.43,426712.6397,0,7686.876,0,0,63908.20992,198092.4,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,0,16948.4976,0,0,0,0,0,1864.0992,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,EA Subscription Non Recurring,0,984.551634,5487.5403,0,4571.062718,93931.32343,122.3626128,0,0,0,42543.56157,13354.25352,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,EA Subscription Non Recurring,0,0,1371.01349,0,767.844,100329.8989,7008.340229,3316.40736,0,0,146986.4002,7734.22992,,,,
FY19,N. America,US,Visio,EPG Public Sector,EA Subscription Non Recurring,0,0,21294.02262,0,0,43992.6228,0,2950.7368,0,0,3053.736,4020.61296,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,EA Subscription Non Recurring,0,9057.476214,57681.492,0,49444.09618,686821.5766,0,0,0,0,361766.6538,131003.4388,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,0,53249.5872,0,0,0,0,0,4005.99,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,EA Subscription Non Recurring,0,0,0,0,13970.38,2691.1104,0,0,0,0,0,0,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,EA Subscription Non Recurring,0,242225.5661,50667.344,0,18565.55496,211368.8342,16966.34015,1324.3854,0,0,329158.3008,43927.64544,,,,
FY19,N. America,US,Biztalk Server,EPG Public Sector,EA Subscription Recurring,0,0,0,11381.1906,0,0,0,0,0,0,0,0,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,EA Subscription Recurring,0,0,0,123616.4862,160172.3431,83872.12068,0,0,376.14384,0,0,408805.2041,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,EA Subscription Recurring,4467.60718,3514.95936,0,6780.39936,2426.74096,17385.4104,0,0,2317.83552,0,2315.71296,251747.7656,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,EA Subscription Recurring,6678.56368,0,0,3681.21838,9893.88624,45219.3984,0,0,0,0,0,29687.57028,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,EA Subscription Recurring,51136.03918,0,0,116463.2332,400424.0384,248418.6465,0,0,10257.59232,0,106774.7328,311500.2553,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,EA Subscription Recurring,70647.20995,53908.9584,0,103889.0276,0,261719.5278,0,0,0,0,0,414664.2407,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,EA Subscription Recurring,3265.15571,2345.4288,0,13753.78008,205.0524,6917.02728,0,0,0,0,0,85605.3042,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,EA Subscription Recurring,887.758872,686.12544,0,0,0,5668.164154,0,0,424.6104192,0,0,17755.8148,,,,
FY19,N. America,US,Office,EPG Public Sector,EA Subscription Recurring,372714.6241,83421.00518,0,333988.7673,1460940.864,944904.9178,86737.4196,0,297024.768,0,0,1751055.801,,,,
FY19,N. America,US,Office 365,EPG Public Sector,EA Subscription Recurring,0,0,0,0,0,0,0,0,0,0,79891.2,0,,,,
FY19,N. America,US,Other Server,EPG Public Sector,EA Subscription Recurring,659.06219,0,0,0,0,363.78432,0,0,0,0,0,0,,,,
FY19,N. America,US,Project,EPG Public Sector,EA Subscription Recurring,13884.068,0,0,36213.71376,26394.432,76709.1973,0,0,1482.0144,0,0,136014.0026,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,EA Subscription Recurring,28607.97852,0,0,66166.86763,226266.0696,138215.2476,0,0,5738.48064,0,59950.8864,176311.4558,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,EA Subscription Recurring,33278.27543,25743.45523,0,50066.83992,0,126010.5771,0,0,0,0,0,194271.2239,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,EA Subscription Recurring,0,0,0,0,0,30890.184,0,0,0,0,0,0,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,EA Subscription Recurring,21808.68885,0,0,13374.612,0,47645.70834,0,0,0,0,0,31520.06658,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,EA Subscription Recurring,3672.8568,0,0,5738.01648,1245.77514,9963.79608,0,0,1407.91368,0,0,19105.98312,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,EA Subscription Recurring,52544.92176,82230.64128,0,93625.6584,0,254395.7976,0,0,15948.23904,0,54920.64768,217315.912,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,EA Subscription Recurring,0,0,0,4132.92,10910.922,0,0,0,0,0,0,177927.9264,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,EA Subscription Recurring,3657.835993,2778.61056,0,0,122.304,23027.36192,0,0,1671.440083,0,0,144446.9596,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,EA Subscription Recurring,1009.43136,0,0,4120.6026,-602.3885,2991.45318,0,0,3811.518,0,0,93221.87427,,,,
FY19,N. America,US,Visio,EPG Public Sector,EA Subscription Recurring,5840.01228,0,0,9246.5136,0,33859.10246,0,0,769.0116,0,0,83278.7032,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,EA Subscription Recurring,112447.9248,30015.744,0,57253.53816,0,477324.1426,0,0,17967.36939,0,0,743069.5568,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,EA Subscription Recurring,0,0,0,21050.6244,33740.91168,9524.5944,0,0,0,0,0,51706.21468,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,EA Subscription Recurring,0,0,0,1101.9024,2123.699,12881.7,0,0,0,0,0,71195.856,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,EA Subscription Recurring,19766.835,16873.734,0,186789.6574,8743.1589,98457.06808,0,0,13960.8,0,8195.72544,260795.6528,,,,
FY19,N. America,US,Dynamics CRM,EPG Public Sector,Online Services,0,0,0,0,0,0,1104.505632,1648.625924,1654.665286,1674.29301,1653.157854,1674.288352,,,,
FY19,N. America,US,Office 365,EPG Public Sector,Online Services,442.091,155.18414,714.35,546.6872,542.2165,499.5,4779.2208,3175.067,3120.67,3149.3,3956.094,4010.832,,,,
FY19,N. America,US,SQL Azure,EPG Public Sector,Online Services,23.6097,38.36196,70.31495,100.74848,77.06286,20.46555,30.31474,38.32683,23.7075,26.1664,28.20762,27.24138,,,,
FY19,N. America,US,Windows Azure,EPG Public Sector,Online Services,225.4743,273.2444,618.01332,235.35038,458.75443,847.95705,852.65232,1006.85117,1036.73122,793.08333,543.23402,1053.54597,,,,
FY19,N. America,US,Dynamics ERP,EPG Public Sector,Other Annuity,0,469847.6368,0,0,61747.14616,485416.1446,0,0,0,0,0,380974.1275,,,,
FY19,N. America,US,FAST Legacy,EPG Public Sector,Other Annuity,0,0,124184.8561,0,-124863.4694,0,0,0,0,0,0,0,,,,
FY19,N. America,US,Other Server,EPG Public Sector,Other Annuity,2512.97578,84.38381,87.86196,0,10.95,57.7264,92.10966,105600,0,40.78176,40.74482,404.64099,,,,
FY19,N. America,US,Other Server,EPG Public Sector,Other Non-Annuity,0,0,0,0,0,0,0,0,0,0,1.104,17.57394,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,Other Non-Annuity,38791.40832,0,0,0,0,0,18379.73203,0,0,0,0,34813.22522,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,Other Non-Annuity,0,0,0,0,0,1094.56687,0,0,0,0,0,0,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,Other Non-Annuity,0,0,0,0,0,0,0,0,0,0,0,106567.5,,,,
FY19,N. America,US,Biztalk Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,0,924.21504,0,0,0,0,1364.040392,0,0,0,0,0,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,VL Annuity Non-Recur w/o EA,28822.5,89811.71,33686.9904,16928.2628,2000.71464,139481.9485,39651.88075,53.40445,285728.5877,934.07496,6036.404,12365.2632,,,,
FY19,N. America,US,Dynamics CRM,EPG Public Sector,VL Annuity Non-Recur w/o EA,40447.99,0,13129.52004,0,4204.2528,7906.088712,0,1486.62576,0,6167.7252,0,644.8932,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,94588.5105,138103.3651,18238.52528,19940.95368,60578.8404,29457.8802,21815.02008,2137.76352,866863.5336,953.5788,159.08256,2730.88236,,,,
FY19,N. America,US,Forefront Protection,EPG Public Sector,VL Annuity Non-Recur w/o EA,5602.2696,0,0,0,0,3396.5568,0,0,0,0,0,0,,,,
FY19,N. America,US,Identity & Direct Access,EPG Public Sector,VL Annuity Non-Recur w/o EA,2837.736,26164.1934,0,748.39024,13118.94792,143556.9972,231.15571,10419.25203,46297.7607,695.31336,2526.23616,9346.27512,,,,
FY19,N. America,US,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,69338.80025,727430.9883,188450.946,1157.926577,28612.73777,187778.6429,5217.491007,16607.32539,362141.6351,0,626.740224,1618696.828,,,,
FY19,N. America,US,IW CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,47034.07884,33078.78828,35154.89364,0,46483.22927,29212.32843,0,0,202364.4261,0,0,264336.0127,,,,
FY19,N. America,US,Lync Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,12757.341,249.78072,5764.34826,0,29621.22912,4480.07616,26622.18314,2607.4906,59692.82592,0,0,37303.73066,,,,
FY19,N. America,US,MDOP-Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,2776.456659,8777.251476,0,213.4132464,0,42972.98258,0,303.241706,161.357823,4.2722526,65.6576235,8.310002,,,,
FY19,N. America,US,Office,EPG Public Sector,VL Annuity Non-Recur w/o EA,511956.8559,253156.4963,288626.4486,138231.3828,671122.5243,685027.0447,127720.94,226680.1308,447959.6303,17266.97587,95547.03529,564129.2168,,,,
FY19,N. America,US,Office 365,EPG Public Sector,VL Annuity Non-Recur w/o EA,28998.36,0,0,0,0,0,0,0,0,0,103.3344,0,,,,
FY19,N. America,US,Office for Mac,EPG Public Sector,VL Annuity Non-Recur w/o EA,40938.32573,19758.84241,35754.77834,255.2776582,16196.78112,52636.85074,2028.272436,758.69465,52614.5229,65.141766,2451.574028,108082.9706,,,,
FY19,N. America,US,Other IW Apps,EPG Public Sector,VL Annuity Non-Recur w/o EA,0,109.296,0,608.93856,0,4208.66208,0,0,448.9776,0,0,1512336.098,,,,
FY19,N. America,US,Other Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,0,1094.604,1104.564,0,0,2189.208,0,0,84.72936,0,0,0,,,,
FY19,N. America,US,Project,EPG Public Sector,VL Annuity Non-Recur w/o EA,54568.6122,109755.0199,23299.9791,-1257.162,24432.45405,127308.9784,69949.1536,916.66491,151816.5759,52503.8346,11712.054,176399.9448,,,,
FY19,N. America,US,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,38756.96308,406587.6968,107460.3441,657.49272,16244.61115,105928.9947,2903.082151,9375.466982,204076.0548,0,354.157056,908864.4851,,,,
FY19,N. America,US,S&T CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,22196.2356,15418.56124,16986.79298,0,22135.70041,13817.19776,0,0,97513.80689,0,0,125426.3538,,,,
FY19,N. America,US,SharePoint CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,14471.1924,106328.097,38865.036,0,5768.07336,19654.662,0,0,100853.0256,8875.60128,910.86912,5724.4077,,,,
FY19,N. America,US,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Non-Recur w/o EA,0,184178.3194,0,0,4886.99592,3769.01376,5548.947712,0,0,0,0,7544.92416,,,,
FY19,N. America,US,SharePoint Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,3128.38866,51596.19072,1982.7834,0,1795.9104,13491.2986,1729.767888,0,38940.71624,4543.61736,0,20095.867,,,,
FY19,N. America,US,SQL Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,85075.20828,320572.5432,160612.2683,-60755.96808,79226.78256,573489.851,304168.5152,0,354212.1388,-4089.35044,0,1084210.131,,,,
FY19,N. America,US,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,33872.39712,26491.6476,23916.77212,-4465.998,22838.10293,122474.5867,37397.71638,1333.2876,47011.11324,5089.4934,6654.96908,22714.95408,,,,
FY19,N. America,US,System Center Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,22687.16843,34787.65146,28384.9914,9624.7511,5839.5504,769215.5639,2694.52656,2515.431368,1426.896909,107554.6154,4435.731896,27306.27035,,,,
FY19,N. America,US,System Center Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,10794.762,20769.144,34759.58904,0,6605.83365,146629.4879,-43331.028,143403.048,11061.3177,2153.52936,44808.69448,18182.054,,,,
FY19,N. America,US,Visio,EPG Public Sector,VL Annuity Non-Recur w/o EA,35936.97744,15917.2506,8924.67696,1797.32747,8123.57505,38227.6008,36114.3552,167.65397,26032.52196,0,3538.19895,53906.67256,,,,
FY19,N. America,US,Windows Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,405044.9801,302141.0343,175764.3693,2510.631321,290332.4564,2258129.073,91967.37258,125012.2184,199199.8001,162.4898184,39434.54604,437818.1987,,,,
FY19,N. America,US,Windows Intune - Server and Tools,EPG Public Sector,VL Annuity Non-Recur w/o EA,0,0,0,0,0,0,0,0,10539.936,0,0,0,,,,
FY19,N. America,US,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,83020.62464,23231.48685,20054.90093,79469.73536,42122.20632,1509109.027,-26594.74784,3714.90274,325474.915,37286.31186,5236.517,111925.242,,,,
FY19,N. America,US,Windows Server Other,EPG Public Sector,VL Annuity Non-Recur w/o EA,21298.0128,38572.52616,10711.2576,771.696,22355.14437,41016.2136,3474.1588,0,50554.527,1976.913,-305.3232,188.59035,,,,
FY19,N. America,US,Windows Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,55127.15808,34077.53376,145093.0786,47420.7887,51717.25536,642482.379,32503.746,21151.4391,169704.5357,13502.365,9931.86,270354.8902,,,,
FY19,N. America,US,Developer Tools,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,0,0,0,0,0,18932.6484,15635.95488,,,,
FY19,N. America,US,Exchange Server & CAL,EPG Public Sector,VL Annuity Recur w/o EA,0,0,0,0,0,1489.098,0,0,3808.8,0,0,5142.1524,,,,
